train-logloss,train-error,valid-logloss,valid-error,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.64185524054936,0.30857142857142855,0.7023548898100853,0.5233333333333333,1742918716,,False,1,ee701_00000,2025-03-25_17-05-16,3.1238250732421875,3.1238250732421875,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1238250732421875,1
0.6053838231733867,0.24571428571428572,0.705240109860897,0.5,1742918716,,False,2,ee701_00000,2025-03-25_17-05-16,0.003152132034301758,3.1269772052764893,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1269772052764893,2
0.5597216312374388,0.18714285714285714,0.7154752030968666,0.5,1742918716,,False,3,ee701_00000,2025-03-25_17-05-16,0.0022988319396972656,3.1292760372161865,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1292760372161865,3
0.5439423681795597,0.16857142857142857,0.7173196245729924,0.51,1742918716,,False,4,ee701_00000,2025-03-25_17-05-16,0.001992940902709961,3.1312689781188965,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1312689781188965,4
0.5119345202935593,0.14142857142857143,0.7137601274748643,0.48,1742918716,,False,5,ee701_00000,2025-03-25_17-05-16,0.0030150413513183594,3.134284019470215,8433,Gastons-MacBook-Air.local,127.0.0.1,3.134284019470215,5
0.4851470782927104,0.12,0.7148762634396553,0.4766666666666667,1742918716,,False,6,ee701_00000,2025-03-25_17-05-16,0.0026941299438476562,3.1369781494140625,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1369781494140625,6
0.46444393568805287,0.09571428571428571,0.7253915353616078,0.48,1742918716,,False,7,ee701_00000,2025-03-25_17-05-16,0.0032927989959716797,3.140270948410034,8433,Gastons-MacBook-Air.local,127.0.0.1,3.140270948410034,7
0.45515296518802645,0.08428571428571428,0.7257505915065606,0.4766666666666667,1742918716,,False,8,ee701_00000,2025-03-25_17-05-16,0.0024518966674804688,3.1427228450775146,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1427228450775146,8
0.4408744546238865,0.08142857142857143,0.7354682535926501,0.48333333333333334,1742918716,,False,9,ee701_00000,2025-03-25_17-05-16,0.00173187255859375,3.1444547176361084,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1444547176361084,9
0.43207821799176077,0.07714285714285714,0.7365402675171693,0.4866666666666667,1742918716,checkpoint_000000,False,10,ee701_00000,2025-03-25_17-05-16,0.006587028503417969,3.1510417461395264,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1510417461395264,10
0.4222829848527908,0.07142857142857142,0.7409388164182504,0.49333333333333335,1742918716,,False,11,ee701_00000,2025-03-25_17-05-16,0.002271890640258789,3.153313636779785,8433,Gastons-MacBook-Air.local,127.0.0.1,3.153313636779785,11
0.40266113635684764,0.05285714285714286,0.7470713513592879,0.49666666666666665,1742918716,,False,12,ee701_00000,2025-03-25_17-05-16,0.0022830963134765625,3.1555967330932617,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1555967330932617,12
0.39340641488986355,0.05571428571428572,0.7457955843706926,0.48333333333333334,1742918716,,False,13,ee701_00000,2025-03-25_17-05-16,0.0036118030548095703,3.1592085361480713,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1592085361480713,13
0.3815060514105218,0.05142857142857143,0.7459781485795974,0.4866666666666667,1742918716,,False,14,ee701_00000,2025-03-25_17-05-16,0.002193927764892578,3.161402463912964,8433,Gastons-MacBook-Air.local,127.0.0.1,3.161402463912964,14
0.37544471160109555,0.05,0.7435660153627396,0.48,1742918716,,False,15,ee701_00000,2025-03-25_17-05-16,0.002218961715698242,3.163621425628662,8433,Gastons-MacBook-Air.local,127.0.0.1,3.163621425628662,15
0.3586799802418266,0.03142857142857143,0.7520609671870867,0.4766666666666667,1742918716,,False,16,ee701_00000,2025-03-25_17-05-16,0.004899024963378906,3.168520450592041,8433,Gastons-MacBook-Air.local,127.0.0.1,3.168520450592041,16
0.3544428729319147,0.03142857142857143,0.7549801302701235,0.4866666666666667,1742918716,,False,17,ee701_00000,2025-03-25_17-05-16,0.004096031188964844,3.172616481781006,8433,Gastons-MacBook-Air.local,127.0.0.1,3.172616481781006,17
0.34077877314495186,0.02571428571428571,0.7566845128188531,0.4633333333333333,1742918716,,False,18,ee701_00000,2025-03-25_17-05-16,0.0020699501037597656,3.1746864318847656,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1746864318847656,18
0.3376917476366673,0.02714285714285714,0.7593690634270509,0.4633333333333333,1742918716,,False,19,ee701_00000,2025-03-25_17-05-16,0.003126859664916992,3.1778132915496826,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1778132915496826,19
0.3293861550837755,0.02571428571428571,0.7626957625399033,0.4666666666666667,1742918716,checkpoint_000001,False,20,ee701_00000,2025-03-25_17-05-16,0.008175849914550781,3.1859891414642334,8433,Gastons-MacBook-Air.local,127.0.0.1,3.1859891414642334,20
